,Value,Name,Season,Position,Age,Team
3132,60,Mikael Mandron,14/15,ST,19,Sunderland
3133,60,Adil Nabi,14/15,ST,20,West Bromwich Albion
3134,60,Daniel Potts,14/15,LB,20,West Ham United
3135,60,Ibra Sekajja,14/15,ST,21,Crystal Palace
3136,60,Luke Daniels,14/15,GK,26,West Bromwich Albion
3137,60,Jonathan Forte,14/15,ST,28,Southampton
3138,59,Maximiliano Amondarain,14/15,CB,21,Cardiff City
3139,59,Courtney Duffus,14/15,ST,18,Everton
3140,59,Ryan Seager,14/15,ST,18,Southampton
3141,59,El Hadji Ba,14/15,CM,21,Sunderland
3142,59,Lewis Baker,14/15,CAM,19,Chelsea
3143,59,Karim Rossi,14/15,ST,20,Stoke City
3144,59,Reise Allassani,14/15,LW,18,Crystal Palace
3145,59,Thomas Eisfeld,14/15,CAM,21,Arsenal
3146,59,James Armstrong,14/15,CAM,22,Hull City
3147,59,Liam O'Neil,14/15,CB,21,West Bromwich Albion
3148,58,Thomas James,14/15,CB,18,Cardiff City
3149,58,Lynden Gooch,14/15,CAM,18,Sunderland
3150,58,Liam Agnew,14/15,CAM,18,Sunderland
3151,58,Marcus Barnes,14/15,ST,17,Southampton
3152,58,Jordi Hiwula,14/15,ST,19,Manchester City
3153,58,Seko Fofana,14/15,CDM,19,Manchester City
3154,58,Roman Michael-Percil,14/15,RB,19,Tottenham Hotspur
3155,58,Callam Jones,14/15,CB,18,West Bromwich Albion
3156,58,Andreas Christensen,14/15,CB,18,Chelsea
3157,58,James Wilson,14/15,ST,18,Manchester United
3158,58,Chuba Akpom,14/15,ST,18,Arsenal
3159,58,Rhys Healey,14/15,ST,19,Cardiff City
3160,58,Dominic Gape,14/15,CM,20,Southampton
3161,58,Yalany Baio,14/15,CDM,19,Liverpool
3162,58,Teixeira,14/15,CAM,21,Liverpool
3163,58,Giancarlo Gallifuoco,14/15,CM,20,Tottenham Hotspur
3164,58,Matthew Fletcher,14/15,ST,22,Hull City
3165,58,Daniel Pappoe,14/15,CB,20,Chelsea
3166,58,Jamal Blackman,14/15,GK,20,Chelsea
3167,58,Ryan Inniss,14/15,CB,19,Crystal Palace
3168,58,Cody Cropper,14/15,GK,21,Southampton
3169,58,Héctor Bellerín,14/15,RB,19,Arsenal
3170,58,Sebastian Lletget,14/15,CM,22,West Ham United
3171,58,Raphael Spiegel,14/15,GK,21,West Ham United
3172,58,David Cornell,14/15,GK,23,Swansea City
3173,57,Freddie Woodman,14/15,GK,17,Newcastle United
3174,57,Rolando Aarons,14/15,LM,18,Newcastle United
3175,57,Charlie Ward,14/15,CAM,19,Stoke City
3176,57,Elliot Kebbie,14/15,RB,20,Hull City
3177,57,Milos Veljkovic,14/15,CB,18,Tottenham Hotspur
3178,57,Saidy Janko,14/15,RB,18,Manchester United
3179,57,Jake Flannigan,14/15,CM,18,Southampton
3180,57,Josh Sims,14/15,LM,17,Southampton
3181,57,Matt Targett,14/15,LB,19,Southampton
3182,57,Will Aimson,14/15,CB,20,Hull City
3183,57,Mani O'Sullivan,14/15,LM,21,West Bromwich Albion
3184,57,Chris Long,14/15,ST,19,Everton
3185,57,Conor Grant,14/15,CDM,19,Everton
3186,57,Sinan Bytyqi,14/15,RW,19,Manchester City
3187,57,Leo Chambers,14/15,CB,19,West Ham United
3188,57,Elliot Lee,14/15,ST,19,West Ham United
3189,57,Danny Ward,14/15,GK,21,Liverpool
3190,57,Jake Sinclair,14/15,ST,19,Southampton
3191,57,Jordan Archer,14/15,GK,21,Tottenham Hotspur
3192,57,Cameron Gayle,14/15,RB,21,West Bromwich Albion
3193,57,Zak Ansah,14/15,ST,20,Arsenal
3194,57,Michael Richardson,14/15,CM,22,Newcastle United
3195,57,Islam Feruz,14/15,ST,19,Chelsea
3196,57,Kadeem Harris,14/15,LM,21,Cardiff City
3197,57,Mark Oxley,14/15,GK,23,Hull City
3198,56,Jack Rose,14/15,GK,19,West Bromwich Albion
3199,56,Cameron Brannagan,14/15,CAM,18,Liverpool
3200,56,Joshua Debayo,14/15,CB,17,Southampton
3201,56,Harry Wilson,14/15,LM,17,Liverpool
3202,56,Olivier Kemen,14/15,CM,18,Newcastle United
3203,56,Calaum Jahraldo-Martin,14/15,ST,21,Hull City
3204,56,Martin Smith,14/15,CM,18,Sunderland
3205,56,Angus Gunn,14/15,GK,18,Manchester City
3206,56,Lloyd Jones,14/15,CB,18,Liverpool
3207,56,Ruben Loftus-Cheek,14/15,CM,18,Chelsea
3208,56,Jonathan Miles,14/15,GK,21,Tottenham Hotspur
3209,56,Ian Lawlor,14/15,GK,19,Manchester City
3210,56,Marc Pelosi,14/15,LM,20,Liverpool
3211,56,Remie Streete,14/15,CB,19,Newcastle United
3212,56,Villyan Bijev,14/15,ST,21,Liverpool
3213,56,Adam Drury,14/15,RM,21,Manchester City
3214,56,Jamar Loza,14/15,ST,20,Norwich City
3215,56,Jon Toral,14/15,CM,19,Arsenal
3216,56,Omar Rowe,14/15,RM,19,Southampton
3217,56,Yusuf Mersin,14/15,GK,19,Liverpool
3218,56,Jesse Joronen,14/15,GK,21,Fulham
3219,55,Sam Topliss,14/15,RB,19,Hull City
3220,55,George Green,14/15,CM,18,Everton
3221,55,Tom Lawrence,14/15,LM,20,Manchester United
3222,55,Andreas Pereira,14/15,CAM,18,Manchester United
3223,55,Peter Skapetis,14/15,ST,19,Stoke City
3224,55,Ben McLaughlin,14/15,RB,19,Everton
3225,55,Quade Taylor,14/15,CB,20,Crystal Palace
3226,55,Callum Driver,14/15,RB,21,West Ham United
3227,54,Jordan Brown,14/15,ST,17,West Ham United
3228,54,Paul McElroy,14/15,LB,20,Hull City
3229,54,George Honeyman,14/15,CAM,20,Sunderland
3230,54,David Ferguson,14/15,LB,20,Sunderland
3231,54,Sullay Kaikai,14/15,RW,19,Crystal Palace
3232,54,Luke Coulson,14/15,RB,20,Cardiff City
3233,54,John Swift,14/15,CM,19,Chelsea
3234,54,Alex Davey,14/15,CB,19,Chelsea
3235,54,Dougie Wilson,14/15,CM,20,Hull City
3236,54,Tika Musonda,14/15,CDM,20,Chelsea
3237,54,Ben Glasgow,14/15,RB,20,Stoke City
3238,54,James Campbell,14/15,LB,20,Stoke City
3239,54,Tyias Browning,14/15,CB,20,Everton
3240,53,Carlton Morris,14/15,ST,18,Norwich City
3241,53,Adel Gafaiti,14/15,CB,20,Norwich City
3242,53,Reece James,14/15,LB,20,Manchester United
3243,53,Kyle Callan-McFadden,14/15,CB,19,Norwich City
3244,53,Ewan McNeil,14/15,RB,20,Norwich City
3245,53,Charni Ekangamene,14/15,CAM,20,Manchester United
3246,52,Harry Toffolo,14/15,CB,19,Norwich City
3247,51,Adam King,14/15,CM,18,Swansea City
3248,47,Lubomir Satka,14/15,CB,18,Newcastle United
3249,88,Eden Hazard,15/16,LM,24,Chelsea
3250,87,David Silva,15/16,CAM,29,Manchester City
3251,87,Sergio Agüero,15/16,ST,27,Manchester City
3252,86,De Gea,15/16,GK,24,Manchester United
3253,86,Thibaut Courtois,15/16,GK,23,Chelsea
3254,86,Mesut Özil,15/16,CAM,26,Arsenal
3255,86,Falcao,15/16,ST,29,Manchester United
3256,86,Vincent Kompany,15/16,CB,29,Manchester City
3257,86,Wayne Rooney,15/16,ST,29,Manchester United
3258,85,Alexis Sánchez,15/16,RW,26,Arsenal
3259,85,Ángel Di María,15/16,CAM,27,Manchester United
3260,85,Diego Costa,15/16,ST,26,Chelsea
3261,85,Juan Mata,15/16,CAM,27,Manchester United
3262,85,Hugo Lloris,15/16,GK,28,Tottenham Hotspur
3263,85,Cesc Fàbregas,15/16,CM,28,Chelsea
3264,85,Santi Cazorla,15/16,CAM,30,Arsenal
3265,85,Petr Čech,15/16,GK,33,Chelsea
3266,85,Yaya Touré,15/16,CM,32,Manchester City
3267,85,Robin van Persie,15/16,ST,32,Manchester United
3268,84,Oscar,15/16,CAM,24,Chelsea
3269,84,Samir Nasri,15/16,LM,28,Manchester City
3270,83,Nemanja Matić,15/16,CDM,27,Chelsea
3271,83,Edin Džeko,15/16,ST,29,Manchester City
3272,83,Daniel Sturridge,15/16,ST,26,Liverpool
3273,83,Joe Hart,15/16,GK,28,Manchester City
3274,83,Pablo Zabaleta,15/16,RB,30,Manchester City
3275,83,Victor Valdés,15/16,GK,33,Manchester United
3276,83,John Terry,15/16,CB,34,Chelsea
3277,82,Juan Cuadrado,15/16,RM,27,Chelsea
3278,82,Christian Eriksen,15/16,CAM,23,Tottenham Hotspur
3279,82,Coutinho,15/16,CAM,23,Liverpool
3280,82,Aaron Ramsey,15/16,CM,24,Arsenal
3281,82,Willian,15/16,RM,27,Chelsea
3282,82,Jan Vertonghen,15/16,CB,28,Tottenham Hotspur
3283,82,Asmir Begović,15/16,GK,28,Stoke City
3284,82,Laurent Koscielny,15/16,CB,30,Arsenal
3285,82,Per Mertesacker,15/16,CB,30,Arsenal
3286,81,Wilfried Bony,15/16,ST,26,Manchester City
3287,81,Jack Wilshere,15/16,CM,23,Arsenal
3288,81,Ramires,15/16,CDM,28,Chelsea
3289,81,Azpilicueta,15/16,LB,26,Chelsea
3290,81,Christian Benteke,15/16,ST,24,Aston Villa
3291,81,Stevan Jovetić,15/16,ST,25,Manchester City
3292,81,Branislav Ivanović,15/16,RB,31,Chelsea
3293,81,Morgan Schneiderlin,15/16,CDM,25,Southampton
3294,81,Gary Cahill,15/16,CB,29,Chelsea
3295,81,Filipe Luís,15/16,LB,30,Chelsea
3296,81,Leighton Baines,15/16,LB,30,Everton
3297,81,Jesús Navas,15/16,RM,29,Manchester City
3298,81,Fernandinho,15/16,CM,30,Manchester City
3299,80,Raheem Sterling,15/16,CAM,20,Liverpool
3300,80,Dušan Tadić,15/16,LM,26,Southampton
3301,80,Romelu Lukaku,15/16,ST,22,Everton
3302,80,James McCarthy,15/16,CDM,24,Everton
3303,80,Mario Balotelli,15/16,ST,25,Liverpool
3304,80,Mamadou Sakho,15/16,CB,25,Liverpool
3305,80,Adam Lallana,15/16,CAM,27,Liverpool
3306,80,Séamus Coleman,15/16,RB,26,Everton
3307,80,Loïc Rémy,15/16,ST,28,Chelsea
3308,80,Olivier Giroud,15/16,ST,28,Arsenal
3309,80,Bojan,15/16,CAM,25,Stoke City
3310,80,Simon Mignolet,15/16,GK,27,Liverpool
3311,80,Kevin Mirallas,15/16,LM,27,Everton
3312,80,Antonio Valencia,15/16,RM,30,Manchester United
3313,80,Martin Škrtel,15/16,CB,30,Liverpool
3314,80,Theo Walcott,15/16,RM,26,Arsenal
3315,80,Mathieu Debuchy,15/16,RB,30,Arsenal
3316,80,Alexandre Song,15/16,CDM,28,West Ham United
3317,80,Phil Jagielka,15/16,CB,33,Everton
3318,80,Jermain Defoe,15/16,ST,32,Sunderland
3319,80,Tomáš Rosický,15/16,CAM,34,Arsenal
3320,79,Alberto Moreno,15/16,LWB,23,Liverpool
3321,79,Marcos Rojo,15/16,CB,25,Manchester United
3322,79,Dejan Lovren,15/16,CB,26,Liverpool
3323,79,Rémy Cabella,15/16,RM,25,Newcastle United
3324,79,Ander Herrera,15/16,CM,26,Manchester United
3325,79,Daley Blind,15/16,CDM,25,Manchester United
3326,79,Eliaquim Mangala,15/16,CB,24,Manchester City
3327,79,Jordan Henderson,15/16,CM,25,Liverpool
3328,79,Dame N'Doye,15/16,ST,30,Hull City
3329,79,Lucas Leiva,15/16,CDM,28,Liverpool
3330,79,Ron Vlaar,15/16,CB,30,Aston Villa
3331,79,Bacary Sagna,15/16,RB,32,Manchester City
3332,79,Moussa Dembélé,15/16,CM,28,Tottenham Hotspur
3333,79,Soldado,15/16,ST,30,Tottenham Hotspur
3334,79,James Milner,15/16,RM,29,Manchester City
3335,79,Michel Vorm,15/16,GK,31,Tottenham Hotspur
3336,79,Martín Demichelis,15/16,CB,34,Manchester City
3337,79,Mikel Arteta,15/16,CDM,33,Arsenal
3338,79,Michael Carrick,15/16,CM,34,Manchester United
3339,79,Tim Howard,15/16,GK,36,Everton
3340,79,Gareth Barry,15/16,CDM,34,Everton
3341,78,Lazar Marković,15/16,RM,21,Liverpool
3342,78,Harry Kane,15/16,ST,22,Tottenham Hotspur
3343,78,Ross Barkley,15/16,CAM,21,Everton
3344,78,Alex Oxlade-Chamberlain,15/16,RM,22,Arsenal
3345,78,Phil Jones,15/16,CB,23,Manchester United
3346,78,Chris Smalling,15/16,CB,25,Manchester United
3347,78,Steven N'Zonzi,15/16,CDM,26,Stoke City
3348,78,Wojciech Szczęsny,15/16,GK,25,Arsenal
3349,78,Danny Welbeck,15/16,ST,24,Arsenal
3350,78,Aleksandar Kolarov,15/16,LB,29,Manchester City
3351,78,Gylfi Sigurðsson,15/16,CAM,26,Swansea City
3352,78,Fernando,15/16,CDM,28,Manchester City
3353,78,Toby Alderweireld,15/16,CB,26,Southampton
3354,78,Federico Fazio,15/16,CB,28,Tottenham Hotspur
3355,78,Adel Taarabt,15/16,CAM,26,Queens Park Rangers
3356,78,Etienne Capoue,15/16,CDM,27,Tottenham Hotspur
3357,78,José Fonte,15/16,CB,31,Southampton
3358,78,Cheick Tioté,15/16,CDM,29,Newcastle United
3359,78,Tim Krul,15/16,GK,27,Newcastle United
3360,78,Erik Lamela,15/16,RM,23,Tottenham Hotspur
3361,78,Ryan Shawcross,15/16,CB,27,Stoke City
3362,78,Jonny Evans,15/16,CB,27,Manchester United
3363,78,Brad Guzan,15/16,GK,31,Aston Villa
3364,78,John Obi Mikel,15/16,CDM,28,Chelsea
3365,78,Ashley Williams,15/16,CB,31,Swansea City
3366,78,Ben Foster,15/16,GK,32,West Bromwich Albion
3367,78,Aiden McGeady,15/16,RM,29,Everton
3368,78,Ashley Young,15/16,LM,30,Manchester United
3369,78,Aaron Lennon,15/16,RM,28,Everton
3370,78,Gaël Clichy,15/16,LB,30,Manchester City
3371,78,Willy Caballero,15/16,GK,33,Manchester City
3372,78,Joleon Lescott,15/16,CB,33,West Bromwich Albion
3373,78,Esteban Cambiasso,15/16,CDM,35,Leicester City
3374,78,Emmanuel Adebayor,15/16,ST,31,Tottenham Hotspur
3375,78,Steven Pienaar,15/16,LM,33,Everton
3376,78,Fabricio Coloccini,15/16,CB,33,Newcastle United
3377,77,Ricardo Álvarez,15/16,RM,27,Sunderland
3378,77,Gastón Ramirez,15/16,CAM,24,Hull City
3379,77,Gabriel,15/16,CB,24,Arsenal
3380,77,Nacer Chadli,15/16,LM,26,Tottenham Hotspur
3381,77,Charlie Austin,15/16,ST,26,Queens Park Rangers
3382,77,Adrián,15/16,GK,28,West Ham United
3383,77,Emanuele Giaccherini,15/16,LM,30,Sunderland
3384,77,Kyle Walker,15/16,RB,25,Tottenham Hotspur
3385,77,Mame Diouf,15/16,ST,27,Stoke City
3386,77,Siem de Jong,15/16,CAM,26,Newcastle United
3387,77,Kieran Gibbs,15/16,LB,25,Arsenal
3388,77,Marko Arnautović,15/16,LM,26,Stoke City
3389,77,Claudio Yacob,15/16,CDM,28,West Bromwich Albion
3390,77,Moussa Sissoko,15/16,CAM,26,Newcastle United
3391,77,Andy Carroll,15/16,ST,26,West Ham United
3392,77,Papiss Demba Cissé,15/16,ST,30,Newcastle United
3393,77,Nacho Monreal,15/16,LB,29,Arsenal
3394,77,Marouane Fellaini,15/16,CM,27,Manchester United
3395,77,David Ospina,15/16,GK,27,Arsenal
3396,77,Adam Johnson,15/16,RM,28,Sunderland
3397,77,Łukasz Fabiański,15/16,GK,30,Swansea City
3398,77,Graziano Pellè,15/16,ST,30,Southampton
3399,77,Stéphane Sessègnon,15/16,CAM,31,West Bromwich Albion
3400,77,Younès Kaboul,15/16,CB,29,Tottenham Hotspur
3401,77,Bafétimbi Gomis,15/16,ST,30,Swansea City
3402,77,Kolo Touré,15/16,CB,34,Liverpool
3403,76,Eduardo Vargas,15/16,RM,25,Queens Park Rangers
3404,76,Vlad Chiricheş,15/16,CB,25,Tottenham Hotspur
3405,76,Christian Atsu,15/16,LW,23,Everton
3406,76,Benjamin Stambouli,15/16,CDM,25,Tottenham Hotspur
3407,76,Sandro,15/16,CDM,26,Queens Park Rangers
3408,76,Nathaniel Clyne,15/16,RB,24,Southampton
3409,76,Rafael,15/16,RB,25,Manchester United
3410,76,Victor Wanyama,15/16,CDM,24,Southampton
3411,76,Daryl Janmaat,15/16,RB,26,Newcastle United
3412,76,Jefferson Montero,15/16,LW,26,Swansea City
3413,76,Leroy Fer,15/16,CM,25,Queens Park Rangers
3414,76,Joe Allen,15/16,CM,25,Liverpool
3415,76,Jack Rodwell,15/16,CM,24,Sunderland
3416,76,Fabian Delph,15/16,CM,25,Aston Villa
3417,76,Carlos Sánchez,15/16,CDM,29,Aston Villa
3418,76,Youssouf Mulumbu,15/16,CDM,28,West Bromwich Albion
3419,76,Jack Cork,15/16,CDM,26,Swansea City
3420,76,Darron Gibson,15/16,CM,27,Everton
3421,76,Shane Long,15/16,ST,28,Southampton
3422,76,Steven Fletcher,15/16,ST,28,Sunderland
3423,76,Steven Naismith,15/16,CAM,28,Everton
3424,76,Leon Osman,15/16,CM,34,Everton
3425,76,Scott Dann,15/16,CB,28,Crystal Palace
3426,76,Mauro Zárate,15/16,ST,28,Queens Park Rangers
3427,76,Steven Davis,15/16,CM,30,Southampton
3428,76,Nenê,15/16,LW,34,West Ham United
3429,76,Anders Lindegaard,15/16,GK,31,Manchester United
3430,76,Arouna Koné,15/16,ST,31,Everton
3431,76,Rob Green,15/16,GK,35,Queens Park Rangers
3432,76,Stewart Downing,15/16,CAM,31,West Ham United
3433,76,Peter Crouch,15/16,ST,34,Stoke City
3434,76,Jonas Olsson,15/16,CB,32,West Bromwich Albion
3435,76,Sylvain Distin,15/16,CB,37,Everton
3436,76,Rickie Lambert,15/16,ST,33,Liverpool
3437,75,Enner Valencia,15/16,ST,25,West Ham United
3438,75,Adnan Januzaj,15/16,LM,20,Manchester United
3439,75,Luke Shaw,15/16,LB,20,Manchester United
3440,75,Kurt Zouma,15/16,CB,20,Chelsea
3441,75,Jores Okore,15/16,CB,23,Aston Villa
3442,75,John Stones,15/16,CB,21,Everton
3443,75,Philipp Wollscheid,15/16,CB,26,Stoke City
3444,75,Steven Caulker,15/16,CB,23,Queens Park Rangers
3445,75,Costel Pantilimon,15/16,GK,28,Sunderland
3446,75,Tom Cleverley,15/16,CM,26,Aston Villa
3447,75,Alex McCarthy,15/16,GK,25,Queens Park Rangers
3448,75,Francis Coquelin,15/16,CDM,24,Arsenal
3449,75,Yannick Bolasie,15/16,LM,26,Crystal Palace
3450,75,Mauricio Isla,15/16,RB,27,Queens Park Rangers
3451,75,Brown Ideye,15/16,ST,26,West Bromwich Albion
3452,75,Fabio Borini,15/16,ST,24,Liverpool
3453,75,Mile Jedinák,15/16,CDM,31,Crystal Palace
3454,75,Winston Reid,15/16,CB,27,West Ham United
3455,75,Victor Moses,15/16,LM,24,Stoke City
3456,75,Fraser Forster,15/16,GK,27,Southampton
3457,75,Eljero Elia,15/16,LM,28,Southampton
3458,75,José Enrique,15/16,LB,29,Liverpool
3459,75,Stephen Ireland,15/16,CAM,29,Stoke City
3460,75,Jay Rodriguez,15/16,LM,26,Southampton
3461,75,Ryan Bertrand,15/16,LB,26,Southampton
3462,75,Lee Cattermole,15/16,CDM,27,Sunderland
3463,75,Morgan Amalfitano,15/16,RM,30,West Ham United
3464,75,Charles N'Zogbia,15/16,CAM,29,Aston Villa
3465,75,Curtis Davies,15/16,CB,30,Hull City
3466,75,Matt Jarvis,15/16,LM,29,West Ham United
3467,75,Abou Diaby,15/16,CDM,29,Arsenal
3468,75,Glenn Whelan,15/16,CDM,31,Stoke City
3469,75,Steven Taylor,15/16,CB,29,Newcastle United
3470,75,Niko Kranjčar,15/16,LM,31,Queens Park Rangers
3471,75,Mathieu Flamini,15/16,CDM,31,Arsenal
3472,75,Àngel Rangel,15/16,RB,32,Swansea City
3473,75,Mark Noble,15/16,CM,28,West Ham United
3474,75,Leon Britton,15/16,CM,32,Swansea City
3475,75,Robert Huth,15/16,CB,31,Leicester City
3476,75,Glen Johnson,15/16,RB,31,Liverpool
3477,75,Steve Sidwell,15/16,CDM,32,Stoke City
3478,75,Marouane Chamakh,15/16,ST,31,Crystal Palace
3479,75,Michael Dawson,15/16,CB,31,Hull City
3480,75,Wayne Routledge,15/16,LM,30,Swansea City
3481,75,Tom Huddlestone,15/16,CM,28,Hull City
3482,75,Kevin Nolan,15/16,CAM,33,West Ham United
3483,75,Julián Speroni,15/16,GK,36,Crystal Palace
3484,75,Richard Dunne,15/16,CB,35,Queens Park Rangers
3485,74,Nabil Bentaleb,15/16,CM,20,Tottenham Hotspur
3486,74,Carles Gil,15/16,RM,22,Aston Villa
3487,74,Sadio Mané,15/16,LM,23,Southampton
3488,74,James Ward-Prowse,15/16,CAM,20,Southampton
3489,74,Florin Gardoş,15/16,CB,26,Southampton
3490,74,Federico Fernández,15/16,CB,26,Swansea City
3491,74,Wilfried Zaha,15/16,RW,22,Crystal Palace
3492,74,Jordi Amat,15/16,CB,23,Swansea City
3493,74,Danny Ings,15/16,ST,23,Burnley
3494,74,Andros Townsend,15/16,RM,24,Tottenham Hotspur
3495,74,Filip Đuričić,15/16,CAM,23,Southampton
3496,74,Pape Souaré,15/16,LB,25,Crystal Palace
3497,74,Jonjo Shelvey,15/16,CM,23,Swansea City
3498,74,Geoff Cameron,15/16,RB,30,Stoke City
3499,74,Joel Ward,15/16,RB,25,Crystal Palace
3500,74,Vurnon Anita,15/16,CDM,26,Newcastle United
3501,74,Ciaran Clark,15/16,CB,25,Aston Villa
3502,74,Ki Sung Yueng,15/16,CM,26,Swansea City
3503,74,Craig Gardner,15/16,CM,28,West Bromwich Albion
3504,74,Nathan Dyer,15/16,RM,27,Swansea City
3505,74,Danny Rose,15/16,LB,25,Tottenham Hotspur
3506,74,Nedum Onuoha,15/16,CB,28,Queens Park Rangers
3507,74,Kasper Schmeichel,15/16,GK,28,Leicester City
3508,74,Yoan Gouffran,15/16,LM,29,Newcastle United
3509,74,Robert Snodgrass,15/16,RM,28,Hull City
3510,74,Alejandro Faurlín,15/16,CM,29,Queens Park Rangers
3511,74,Jason Puncheon,15/16,RM,29,Crystal Palace
3512,74,Jason Shackell,15/16,CB,31,Burnley
3513,74,Antolín Alcaraz,15/16,CB,33,Everton
3514,74,Darren Fletcher,15/16,CM,31,West Bromwich Albion
3515,74,Joey Barton,15/16,CM,33,Queens Park Rangers
3516,74,Anthony Réveillère,15/16,RB,35,Sunderland
3517,74,James Collins,15/16,CB,32,West Ham United
3518,74,Wes Brown,15/16,CB,35,Sunderland
3519,74,John O'Shea,15/16,CB,34,Sunderland
3520,74,Shay Given,15/16,GK,39,Aston Villa
3521,73,Andrej Kramarić,15/16,ST,24,Leicester City
3522,73,Ayoze Pérez,15/16,ST,22,Newcastle United
3523,73,Emre Can,15/16,CB,21,Liverpool
3524,73,Ben Davies,15/16,LB,22,Tottenham Hotspur
3525,73,Saido Berahino,15/16,ST,22,West Bromwich Albion
3526,73,Santiago Vergini,15/16,RB,27,Sunderland
3527,73,Eric Dier,15/16,CB,21,Tottenham Hotspur
3528,73,Muhamed Bešić,15/16,CDM,23,Everton
3529,73,Matthew Lowton,15/16,RB,26,Aston Villa
3530,73,Joel Robles,15/16,GK,25,Everton
3531,73,Andreas Weimann,15/16,CF,24,Aston Villa
3532,73,Jack Colback,15/16,CDM,25,Newcastle United
3533,73,Ryan Mason,15/16,CM,24,Tottenham Hotspur
3534,73,Nélson Oliveira,15/16,ST,24,Swansea City
3535,73,Jake Livermore,15/16,CM,25,Hull City
3536,73,Libor Kozák,15/16,ST,26,Aston Villa
3537,73,Mohamed Diamé,15/16,CM,28,Hull City
3538,73,Abel Hernández,15/16,ST,25,Hull City
3539,73,Kieran Trippier,15/16,RB,24,Burnley
3540,73,Martin Kelly,15/16,RB,25,Crystal Palace
3541,73,Nikica Jelavić,15/16,ST,30,Hull City
3542,73,Aly Cissokho,15/16,LB,27,Aston Villa
3543,73,Vito Mannone,15/16,GK,27,Sunderland
3544,73,Erik Pieters,15/16,LB,27,Stoke City
3545,73,James Tomkins,15/16,CB,26,West Ham United
3546,73,James McArthur,15/16,CM,27,Crystal Palace
3547,73,Leonardo Ulloa,15/16,ST,29,Leicester City
3548,73,Gabriel Agbonlahor,15/16,CF,28,Aston Villa
3549,73,James Morrison,15/16,CM,29,West Bromwich Albion
3550,73,Damien Delaney,15/16,CB,34,Crystal Palace
3551,73,Charlie Adam,15/16,CM,29,Stoke City
3552,73,Mike Williamson,15/16,CB,31,Newcastle United
3553,73,Jonás Gutiérrez,15/16,LM,32,Newcastle United
3554,73,Kieran Richardson,15/16,LM,30,Aston Villa
3555,73,Peter Odemwingie,15/16,RM,34,Stoke City
3556,73,Gareth McAuley,15/16,CB,35,West Bromwich Albion
3557,73,Chris Brunt,15/16,LM,30,West Bromwich Albion
3558,73,Allan McGregor,15/16,GK,33,Hull City
3559,73,Brede Hangeland,15/16,CB,34,Crystal Palace
3560,73,Gerhard Tremmel,15/16,GK,36,Swansea City
3561,73,Ryan Taylor,15/16,LB,31,Newcastle United
3562,73,Jussi Jääskeläinen,15/16,GK,40,West Ham United
3563,73,Mark Schwarzer,15/16,GK,42,Leicester City
3564,73,Joe Cole,15/16,RM,33,Aston Villa
3565,72,Calum Chambers,15/16,RB,20,Arsenal
3566,72,Jack Butland,15/16,GK,22,Stoke City
3567,72,Tomáš Kalas,15/16,CB,22,Chelsea
3568,72,Diafra Sakho,15/16,ST,25,West Ham United
3569,72,Marc Muniesa,15/16,CB,23,Stoke City
3570,72,Maya Yoshida,15/16,CB,27,Southampton
3571,72,Connor Wickham,15/16,ST,22,Sunderland
3572,72,Ahmed Elmohamady,15/16,RWB,28,Hull City
3573,72,Callum McManaman,15/16,RW,24,West Bromwich Albion
3574,72,Junior Hoilett,15/16,LM,25,Queens Park Rangers
3575,72,Ashley Westwood,15/16,CDM,25,Aston Villa
3576,72,Emmanuel Rivière,15/16,ST,25,Newcastle United
3577,72,Matt Phillips,15/16,RM,24,Queens Park Rangers
3578,72,Cheikhou Kouyaté,15/16,CDM,25,West Ham United
3579,72,Kyle Naughton,15/16,RB,26,Swansea City
3580,72,Wayne Hennessey,15/16,GK,28,Crystal Palace
3581,72,Liam Bridcutt,15/16,CDM,26,Sunderland
3582,72,Danny Simpson,15/16,RB,28,Leicester City
3583,72,Victor Anichebe,15/16,ST,27,West Bromwich Albion
3584,72,Scott Sinclair,15/16,LM,26,Aston Villa
3585,72,Marc Wilson,15/16,CB,28,Stoke City
3586,72,Joe Ledley,15/16,CM,28,Crystal Palace
3587,72,Sebastian Larsson,15/16,CM,30,Sunderland
3588,72,Sébastien Pocognoli,15/16,LB,28,West Bromwich Albion
3589,72,Tom Heaton,15/16,GK,29,Burnley
3590,72,Phil Bardsley,15/16,RB,30,Stoke City
3591,72,Lee Chung Yong,15/16,RM,27,Crystal Palace
3592,72,Alan Hutton,15/16,RB,30,Aston Villa
3593,72,Boaz Myhill,15/16,GK,32,West Bromwich Albion
3594,72,Matthew Upson,15/16,CB,36,Leicester City
3595,72,Tony Hibbert,15/16,RB,34,Everton
3596,72,Philippe Senderos,15/16,CB,30,Aston Villa
3597,71,Andrew Robertson,15/16,LB,21,Hull City
3598,71,Facundo Ferreyra,15/16,ST,24,Newcastle United
3599,71,Jack Grealish,15/16,LM,20,Aston Villa
3600,71,Dwight Gayle,15/16,ST,24,Crystal Palace
3601,71,Jon Flanagan,15/16,LB,22,Liverpool
3602,71,Robbie Brady,15/16,LM,23,Hull City
3603,71,Carl Jenkinson,15/16,RB,23,West Ham United
3604,71,Cristian Gamboa,15/16,RB,25,West Bromwich Albion
3605,71,Leandro Bacuna,15/16,RB,24,Aston Villa
3606,71,Sebastián Coates,15/16,CB,24,Sunderland
